iter	Passed	Remaining
1662	533439	108099
1663	533758	107778
1664	534076	107456
1665	534395	107135
1666	534716	106814
1667	535031	106493
1668	535349	106171
1669	535664	105849
1670	535979	105527
1671	536298	105206
1672	536616	104885
1673	536935	104564
1674	537251	104242
1675	537573	103922
1676	537896	103601
1677	538213	103280
1678	538535	102959
1679	538857	102639
1680	539172	102317
1681	539487	101995
1682	539798	101673
1683	540114	101351
1684	540435	101031
1685	540752	100709
1686	541071	100388
1687	541387	100066
1688	541712	99746
1689	542029	99425
1690	542348	99104
1691	542672	98784
1692	542985	98462
1693	543306	98141
1694	543624	97820
1695	543940	97498
1696	544262	97178
1697	544580	96857
1698	544901	96536
1699	545220	96215
1700	545539	95894
1701	545865	95574
1702	546186	95253
1703	546503	94932
1704	546823	94611
1705	547146	94291
1706	547464	93970
1707	547785	93649
1708	548109	93329
1709	548426	93008
1710	548744	92686
1711	549062	92365
1712	549383	92045
1713	549708	91724
1714	550025	91403
1715	550349	91083
1716	550674	90763
1717	550990	90441
1718	551307	90120
1719	551625	89799
1720	551946	89478
1721	552264	89157
1722	552581	88836
1723	552904	88515
1724	553218	88194
1725	553541	87873
1726	553860	87552
1727	554176	87231
1728	554492	86910
1729	554812	86589
1730	555134	86268
1731	555451	85947
1732	555773	85626
1733	556089	85305
1734	556402	84983
1735	556717	84662
1736	557035	84341
1737	557351	84019
1738	557667	83698
1739	557990	83377
1740	558309	83056
1741	558627	82735
1742	558944	82414
1743	559265	82093
1744	559589	81773
1745	559909	81453
1746	560228	81132
1747	560545	80810
1748	560863	80489
1749	561179	80168
1750	561496	79847
1751	561820	79527
1752	562133	79205
1753	562452	78884
1754	562774	78563
1755	563092	78242
1756	563412	77922
1757	563731	77601
1758	564048	77280
1759	564364	76958
1760	564684	76637
1761	565000	76316
1762	565327	75996
1763	565649	75676
1764	565967	75355
1765	566284	75034
1766	566598	74712
1767	566917	74391
1768	567236	74070
1769	567556	73750
1770	567874	73429
1771	568190	73108
1772	568509	72787
1773	568827	72466
1774	569141	72144
1775	569465	71824
1776	569790	71504
1777	570108	71183
1778	570424	70862
1779	570747	70541
1780	571068	70221
1781	571390	69900
1782	571726	69581
1783	572052	69261
1784	572422	68947
1785	572748	68627
1786	573065	68306
1787	573382	67984
1788	573708	67664
1789	574031	67344
1790	574358	67024
1791	574689	66705
1792	575010	66384
1793	575331	66063
1794	575660	65743
1795	575987	65424
1796	576317	65104
1797	576636	64783
1798	576952	64462
1799	577272	64141
1800	577596	63821
1801	577918	63500
1802	578236	63179
1803	578557	62858
1804	578874	62537
1805	579193	62216
1806	579511	61895
1807	579832	61575
1808	580149	61254
1809	580468	60933
1810	580784	60611
1811	581110	60291
1812	581435	59971
1813	581758	59651
1814	582079	59330
1815	582394	59009
1816	582719	58688
1817	583043	58368
1818	583359	58047
1819	583686	57727
1820	584010	57406
1821	584328	57085
1822	584649	56765
1823	584967	56444
1824	585289	56123
1825	585612	55803
1826	585928	55481
1827	586246	55161
1828	586570	54840
1829	586893	54520
1830	587210	54199
1831	587530	53878
1832	587856	53558
1833	588176	53237
1834	588498	52916
1835	588818	52595
1836	589135	52274
1837	589453	51953
1838	589774	51633
1839	590098	51312
1840	590423	50992
1841	590745	50671
1842	591069	50351
1843	591389	50030
1844	591708	49709
1845	592034	49389
1846	592356	49069
1847	592673	48748
1848	592990	48427
1849	593312	48106
1850	593631	47785
1851	593950	47464
1852	594273	47144
1853	594596	46823
1854	594922	46503
1855	595238	46182
1856	595553	45861
1857	595870	45540
1858	596189	45219
1859	596510	44898
1860	596832	44578
1861	597153	44257
1862	597475	43936
1863	597788	43615
1864	598111	43294
1865	598433	42974
1866	598761	42654
1867	599078	42333
1868	599400	42012
1869	599722	41691
1870	600047	41371
1871	600367	41050
1872	600682	40729
1873	601004	40409
1874	601325	40088
1875	601641	39767
1876	601965	39446
1877	602291	39126
1878	602614	38805
1879	602933	38485
1880	603247	38163
1881	603558	37842
1882	603882	37522
1883	604195	37200
1884	604511	36880
1885	604832	36559
1886	605149	36238
1887	605471	35917
1888	605788	35596
1889	606115	35276
1890	606433	34955
1891	606754	34635
1892	607076	34314
1893	607390	33993
1894	607711	33672
1895	608034	33352
1896	608357	33031
1897	608685	32711
1898	609013	32390
1899	609335	32070
1900	609663	31749
1901	609996	31429
1902	610331	31109
1903	610662	30789
1904	610989	30469
1905	611320	30149
1906	611653	29828
1907	611987	29508
1908	612308	29188
1909	612635	28867
1910	612956	28546
1911	613279	28226
1912	613606	27905
1913	613934	27585
1914	614256	27264
1915	614586	26944
1916	614917	26623
1917	615244	26303
1918	615575	25983
1919	615901	25662
1920	616230	25342
1921	616560	25021
1922	616889	24701
1923	617219	24380
1924	617548	24060
1925	617879	23739
1926	618211	23419
1927	618546	23099
1928	618875	22778
1929	619197	22457
1930	619514	22136
1931	619831	21816
1932	620152	21495
1933	620475	21174
1934	620797	20853
1935	621116	20532
1936	621436	20211
1937	621756	19891
1938	622070	19570
1939	622389	19249
1940	622714	18928
1941	623035	18607
1942	623355	18286
1943	623677	17966
1944	623999	17645
1945	624320	17324
1946	624644	17003
1947	624964	16682
1948	625282	16361
1949	625602	16041
1950	625924	15720
1951	626235	15399
1952	626564	15078
1953	626890	14757
1954	627204	14436
1955	627524	14116
1956	627841	13795
1957	628158	13474
1958	628477	13153
1959	628797	12832
1960	629113	12511
1961	629435	12190
1962	629759	11870
1963	630077	11549
1964	630395	11228
1965	630712	10907
1966	631032	10586
1967	631350	10265
1968	631672	9945
1969	631992	9624
1970	632308	9303
1971	632630	8982
1972	632949	8661
1973	633266	8340
1974	633580	8020
1975	633895	7699
1976	634216	7378
1977	634534	7057
1978	634849	6736
1979	635163	6415
1980	635481	6094
1981	635797	5774
1982	636115	5453
1983	636431	5132
1984	636742	4811
1985	637048	4490
1986	637362	4169
1987	637673	3849
1988	637985	3528
1989	638306	3207
1990	638628	2886
1991	638947	2566
1992	639264	2245
1993	639577	1924
1994	639898	1603
1995	640213	1282
1996	640529	962
1997	640850	641
1998	641174	320
1999	641493	0
