iter	MultiClass
228	2.025068652
229	2.02295934
230	2.020839883
231	2.018605029
232	2.016430973
233	2.014309637
234	2.012179544
235	2.010103372
236	2.007990349
237	2.005915944
238	2.003831215
239	2.001781549
240	1.999671865
241	1.997628711
242	1.995584818
243	1.993489661
244	1.991373577
245	1.989357719
246	1.987280614
247	1.985297004
248	1.983204476
249	1.981220995
250	1.979232725
251	1.97718322
252	1.975157325
253	1.973112831
254	1.971124781
255	1.969106644
256	1.967105608
257	1.965115996
258	1.963080561
259	1.961131335
260	1.959231486
261	1.957246741
262	1.955236074
263	1.953313402
264	1.951372551
265	1.949331605
266	1.947470794
267	1.945604757
268	1.943672328
269	1.941815721
270	1.93990361
271	1.938013133
272	1.93615617
273	1.934289503
274	1.932431829
275	1.930590026
276	1.9287805
277	1.926905147
278	1.925007852
279	1.923101338
280	1.92131534
281	1.919458673
282	1.917610961
283	1.915837261
284	1.914010047
285	1.912255311
286	1.910482799
287	1.908654464
288	1.90691554
289	1.905138391
290	1.903344109
291	1.901500128
292	1.899729429
293	1.898004579
294	1.896275601
295	1.894435448
296	1.892648574
297	1.890858653
298	1.889048183
299	1.887331959
300	1.885537496
301	1.883847351
302	1.882121494
303	1.880456195
304	1.878658082
305	1.876951002
306	1.87521637
307	1.873502601
308	1.871863996
309	1.870105542
310	1.868381929
311	1.866573389
312	1.864881492
313	1.863212851
314	1.861491574
315	1.859813487
316	1.858110379
317	1.856489464
318	1.854730374
319	1.85304607
320	1.851436263
321	1.849821195
322	1.848139026
323	1.846437096
324	1.84484811
325	1.843209682
326	1.841573976
327	1.839968477
328	1.83840467
329	1.8367404
330	1.835066694
331	1.833450716
332	1.831890553
333	1.830274518
334	1.828737522
335	1.82713875
336	1.825559541
337	1.823880814
338	1.822252889
339	1.820742499
340	1.81920378
341	1.81762057
342	1.81601003
343	1.814464585
344	1.812906651
345	1.811303136
346	1.809819453
347	1.808297461
348	1.806716184
349	1.805234999
350	1.803771375
351	1.802310524
352	1.80083519
353	1.799363025
354	1.797902313
355	1.796470072
356	1.794966659
357	1.793465953
358	1.792029554
359	1.790607661
360	1.789137852
361	1.787694339
362	1.786213543
363	1.784721919
364	1.783217059
365	1.78173035
366	1.780303135
367	1.778885288
368	1.777488119
369	1.776082149
370	1.774576861
371	1.773127848
372	1.771729745
373	1.770345531
374	1.768970629
375	1.767551815
376	1.766166011
377	1.764713742
378	1.763350179
379	1.761860988
380	1.760454944
381	1.759106376
382	1.757764077
383	1.756397172
384	1.754948722
385	1.753599676
386	1.752244579
387	1.750897181
388	1.749565547
389	1.748236642
390	1.746853414
391	1.745535354
392	1.744166346
393	1.742770163
394	1.741404371
395	1.740050757
396	1.738718231
397	1.737383629
398	1.736027428
399	1.734648463
400	1.733317992
401	1.732002024
402	1.73065193
403	1.729258322
404	1.727952729
405	1.726673547
406	1.72538821
407	1.724030708
408	1.722671937
409	1.721338784
410	1.720074596
411	1.718820256
412	1.717560024
413	1.716281401
414	1.714955999
415	1.713631582
416	1.712343804
417	1.710991233
418	1.70973235
419	1.708408571
420	1.70709864
421	1.705815774
422	1.704540589
423	1.703300401
424	1.702025778
425	1.700794952
426	1.699547849
427	1.698176548
428	1.696953906
429	1.695663415
430	1.694473203
431	1.693234147
432	1.692064307
433	1.690806781
434	1.689602286
435	1.688336779
436	1.687066952
437	1.685872758
438	1.684551814
439	1.683296649
440	1.68209032
441	1.680888956
442	1.679702532
443	1.678438235
444	1.677255341
445	1.676091767
446	1.674884835
447	1.673707722
448	1.67246029
449	1.671288962
450	1.670114935
451	1.668942399
452	1.667769902
453	1.66650466
454	1.665338314
455	1.664178003
456	1.662974575
457	1.661834307
458	1.660636131
459	1.659447283
460	1.65833303
461	1.657140996
462	1.656018911
463	1.654855075
464	1.653665286
465	1.65255179
466	1.651431949
467	1.650203586
468	1.649056361
469	1.647950274
470	1.646762926
471	1.645677084
472	1.644537583
473	1.643456444
474	1.642268563
475	1.641086287
476	1.639979408
477	1.638854609
478	1.637712171
479	1.636607395
480	1.635446562
481	1.634358155
482	1.633275736
483	1.632169755
484	1.631078204
485	1.629984575
486	1.628922029
487	1.627791066
488	1.626680802
489	1.625533011
490	1.624408581
491	1.623286619
492	1.622171639
493	1.621100386
494	1.620005006
495	1.618913818
496	1.617806779
497	1.61675692
498	1.615652931
499	1.614613974
500	1.613565183
501	1.612529092
502	1.611506772
503	1.610461009
504	1.609355338
505	1.608282525
506	1.607224359
507	1.606116672
508	1.605032205
509	1.603993691
510	1.602942262
511	1.601947871
512	1.60089679
513	1.599882797
514	1.598845963
515	1.59776646
516	1.596749364
517	1.595679516
518	1.594670035
519	1.593631531
520	1.59259415
521	1.591550032
522	1.590518165
523	1.589506288
524	1.588528289
525	1.587545971
526	1.586522464
527	1.585504544
528	1.584497632
529	1.583492507
530	1.582475542
531	1.581504672
532	1.580537696
533	1.579559168
534	1.578548104
535	1.577533218
536	1.576508447
537	1.575469764
538	1.574453221
539	1.57348186
540	1.572479422
541	1.571516463
542	1.570533215
543	1.569567304
544	1.568618486
545	1.567640862
546	1.566666784
547	1.565712768
548	1.564733987
549	1.563718201
550	1.562792238
551	1.561821259
552	1.560855376
553	1.559842929
554	1.55890124
555	1.557966783
556	1.557024707
557	1.55606016
558	1.555082966
559	1.554187221
560	1.553227976
561	1.552302719
562	1.551365394
563	1.550414352
564	1.54951114
565	1.548536841
566	1.547558827
567	1.546593786
568	1.545672108
569	1.544718105
570	1.543759329
571	1.542836889
572	1.541910206
573	1.540966065
574	1.53999557
575	1.539066532
576	1.538120999
577	1.537217895
578	1.53627578
579	1.535378083
580	1.534495149
581	1.533566495
582	1.532651703
583	1.531679036
584	1.530763406
585	1.529836471
586	1.528920678
587	1.527996014
588	1.527107819
589	1.526130336
590	1.525235644
591	1.524318237
592	1.523390866
593	1.522435274
594	1.521549441
595	1.520645147
596	1.519682182
597	1.518794768
598	1.517899372
599	1.516984592
600	1.516080401
601	1.515112265
602	1.51424995
603	1.513366888
604	1.512418143
605	1.511536295
606	1.510660853
607	1.509727529
608	1.508836095
609	1.507980417
610	1.507067153
611	1.506196557
612	1.505307002
613	1.504441095
614	1.503578398
615	1.502720952
616	1.501859459
617	1.501008824
618	1.500086899
619	1.499211865
620	1.498361374
621	1.497471538
622	1.496606153
623	1.495786055
624	1.494936909
625	1.494096991
626	1.493182346
627	1.492309263
628	1.49145864
629	1.49065382
630	1.489822619
631	1.488993476
632	1.48818448
633	1.487362697
634	1.486543999
635	1.485658072
636	1.484787118
637	1.483961035
638	1.483144247
639	1.482312308
640	1.481481139
641	1.480687279
642	1.479870394
643	1.479016833
644	1.478192767
645	1.477351145
646	1.476566106
647	1.475764364
648	1.474966311
649	1.474144282
650	1.473306709
651	1.472515606
652	1.47170675
653	1.470934651
654	1.470127048
655	1.469314676
656	1.468537175
657	1.467707146
658	1.466862806
659	1.465992877
660	1.46520386
661	1.464435353
662	1.46360155
663	1.462818376
664	1.461972941
665	1.461166403
666	1.460407367
667	1.459546478
668	1.458741419
669	1.457903904
670	1.457119776
671	1.456362922
672	1.45560694
673	1.454821246
674	1.454027965
675	1.453283144
676	1.452512415
677	1.45173845
678	1.450965613
679	1.450165122
680	1.449381343
681	1.448564194
682	1.447803881
683	1.447043479
684	1.446219598
685	1.445505043
686	1.444731546
687	1.443949889
688	1.443141695
689	1.442382251
690	1.441612747
691	1.440863382
692	1.440037324
693	1.439245768
694	1.438494974
695	1.437758929
696	1.436944946
697	1.436190571
698	1.43538708
699	1.43461508
700	1.433861762
701	1.43311537
702	1.432382207
703	1.431574952
704	1.430807966
705	1.430087426
706	1.429303385
707	1.42857001
708	1.427845967
709	1.427129317
710	1.426401084
711	1.425639615
712	1.424905029
713	1.424172811
714	1.423443428
715	1.422679888
716	1.421927296
717	1.421129974
718	1.420403332
719	1.419648873
720	1.41892788
721	1.418221799
722	1.417460729
723	1.416730992
724	1.415949764
725	1.415239842
726	1.414472321
727	1.413701019
728	1.412991218
729	1.412294044
730	1.411586052
731	1.410866499
732	1.410169234
733	1.409463821
734	1.408769353
735	1.408068035
736	1.407369867
737	1.406669171
738	1.405977801
739	1.405287018
740	1.40457241
741	1.403843999
742	1.403162158
743	1.40242215
744	1.401741319
745	1.401069681
746	1.400366279
747	1.399664743
748	1.398908079
749	1.398194231
750	1.397479691
751	1.396777425
752	1.396111867
753	1.395444223
754	1.394761363
755	1.394019585
756	1.393354292
757	1.392671666
758	1.392010583
759	1.391290013
760	1.390646914
761	1.389943632
762	1.389257885
763	1.388543285
764	1.387870298
765	1.387198091
766	1.386470305
767	1.385802765
768	1.385091847
769	1.384410186
770	1.383739576
771	1.383064583
772	1.382362166
773	1.381694832
774	1.381028291
775	1.380401789
776	1.379709214
777	1.379077332
778	1.37836458
779	1.377688472
780	1.37699552
781	1.376353092
782	1.375686507
783	1.375027832
784	1.374354125
785	1.373645005
786	1.372942589
787	1.372290428
788	1.371640042
789	1.3709965
790	1.370322118
791	1.369665211
792	1.36900412
793	1.368363758
794	1.367746813
795	1.367057667
796	1.366405508
797	1.36569756
798	1.365052347
799	1.364369995
800	1.363681967
801	1.363028725
802	1.362334853
803	1.361647173
804	1.361024065
805	1.360351156
806	1.359699913
807	1.35907489
808	1.358466415
809	1.357869334
810	1.357234093
811	1.356609151
812	1.355919227
813	1.355303932
814	1.354673186
815	1.35404847
816	1.35338933
817	1.352719838
818	1.352110075
819	1.351487311
820	1.350819137
821	1.350191379
822	1.349553813
823	1.348938003
824	1.348302136
825	1.347689117
826	1.34705715
827	1.346438967
828	1.345832237
829	1.345167583
830	1.344563374
831	1.343935274
832	1.343326352
833	1.342738097
834	1.342060146
835	1.341489757
836	1.340859024
837	1.340286181
838	1.339646231
839	1.339030319
840	1.338397219
841	1.337833137
842	1.337234993
843	1.336608534
844	1.336011586
845	1.335430215
846	1.334780816
847	1.334172457
848	1.333542231
849	1.332953573
850	1.332289066
851	1.33169545
852	1.331099362
853	1.330520059
854	1.329895188
855	1.329265485
856	1.328654011
857	1.328062124
858	1.327421312
859	1.326796075
860	1.326207047
861	1.325624245
862	1.325046353
863	1.324436695
864	1.323868548
865	1.323275225
866	1.322678093
867	1.32204789
868	1.321500351
869	1.320951174
870	1.32033271
871	1.319731747
872	1.319120253
873	1.318539566
874	1.317954915
875	1.31738023
876	1.316795793
877	1.316203263
878	1.315637032
879	1.315081148
880	1.314462617
881	1.313847115
882	1.313251914
883	1.312650374
884	1.312034119
885	1.311438384
886	1.310833372
887	1.310312729
888	1.30976329
889	1.309180726
890	1.308594845
891	1.308029489
892	1.307449263
893	1.306849721
894	1.30630341
895	1.305707957
896	1.305103827
897	1.304498125
898	1.303949892
899	1.303350003
900	1.302786211
901	1.302184839
902	1.301602086
903	1.301011498
904	1.300446242
905	1.299866671
906	1.299335655
907	1.298794966
908	1.298239842
909	1.297708422
910	1.297132499
911	1.296567645
912	1.295994139
913	1.295435346
914	1.294899923
915	1.294349643
916	1.293759205
917	1.293204734
918	1.292623411
919	1.292081886
920	1.291491238
921	1.29089084
922	1.290367194
923	1.289840206
924	1.28931723
925	1.288787083
926	1.288218326
927	1.287663992
928	1.287108472
929	1.286555599
930	1.286009323
931	1.285415169
932	1.284883273
933	1.284316369
934	1.283778198
935	1.283259701
936	1.282703903
937	1.282156264
938	1.281607278
939	1.281076348
940	1.280525253
941	1.279977262
942	1.279383814
943	1.278894648
944	1.278323964
945	1.277777946
946	1.277260246
947	1.276743382
948	1.276218067
949	1.275651641
950	1.275090528
951	1.274570312
952	1.274053455
953	1.273520989
954	1.272985329
955	1.272489017
956	1.272008708
957	1.27147
958	1.270963537
959	1.270452484
960	1.26993187
961	1.269452701
962	1.268936344
963	1.268379407
964	1.267852816
965	1.26730607
966	1.26677146
967	1.266230801
968	1.265735955
969	1.265268645
970	1.264769526
971	1.264281137
972	1.263779721
973	1.263292642
974	1.262739545
975	1.262198318
976	1.261689925
977	1.261187908
978	1.26068905
979	1.260216679
980	1.259715817
981	1.259183665
982	1.258694881
983	1.258190688
984	1.257659946
985	1.257113168
986	1.256561181
987	1.256107345
988	1.25562735
989	1.255078377
990	1.254553469
991	1.254050349
992	1.253583394
993	1.253093276
994	1.252579147
995	1.25206304
996	1.251532239
997	1.251021443
998	1.250494606
999	1.249990722
1000	1.249477452
1001	1.249001163
1002	1.24852901
1003	1.248045629
1004	1.247569366
1005	1.247054033
1006	1.246557475
1007	1.246052553
1008	1.245582166
1009	1.245100608
1010	1.244578827
1011	1.244066957
1012	1.243573062
1013	1.243102201
1014	1.242650063
1015	1.242165552
1016	1.241635488
1017	1.241203793
1018	1.240691595
1019	1.240205764
1020	1.239730294
1021	1.239249361
1022	1.238747526
1023	1.238228849
1024	1.23772678
1025	1.237230906
1026	1.236743106
1027	1.236260065
1028	1.235774809
1029	1.235271524
1030	1.234825106
1031	1.234346324
1032	1.233862202
1033	1.233363519
1034	1.232864513
1035	1.232358512
1036	1.231856337
1037	1.231413326
1038	1.230910963
1039	1.230424141
1040	1.229961853
1041	1.229476213
1042	1.228969298
1043	1.228500979
1044	1.228065691
1045	1.227586496
1046	1.227133468
1047	1.226632628
1048	1.22616666
1049	1.225673178
1050	1.225229929
1051	1.224787723
1052	1.224295677
1053	1.223859329
1054	1.223419103
1055	1.222922031
1056	1.222443114
1057	1.22198237
1058	1.22148999
1059	1.22099099
1060	1.220537393
1061	1.220069201
1062	1.219611592
1063	1.219119577
1064	1.218640344
1065	1.21818187
1066	1.217686071
1067	1.217190136
1068	1.216756913
1069	1.216277963
1070	1.215807251
1071	1.215348903
1072	1.214871867
1073	1.214415982
1074	1.213986277
1075	1.213507452
1076	1.213026756
1077	1.212535629
1078	1.212068716
1079	1.211602725
1080	1.211127694
1081	1.210636988
1082	1.210190517
1083	1.209772776
1084	1.209295126
1085	1.208819797
1086	1.208344954
1087	1.207875607
1088	1.207408683
1089	1.20700518
1090	1.206578397
1091	1.206113748
1092	1.20566275
1093	1.205212444
1094	1.204768401
1095	1.204332004
1096	1.203892009
1097	1.203431408
1098	1.202988032
1099	1.202553984
1100	1.202143419
1101	1.201724602
1102	1.201305957
1103	1.200866507
1104	1.200436246
1105	1.19996613
1106	1.199526862
1107	1.199059428
1108	1.198591229
1109	1.198130738
1110	1.197694391
1111	1.19727601
1112	1.196839728
1113	1.196402711
1114	1.195957464
1115	1.195494791
1116	1.195067256
1117	1.19461079
1118	1.194154813
1119	1.193684622
1120	1.193245651
1121	1.192791758
1122	1.192328834
1123	1.191874285
1124	1.191449603
1125	1.191009032
1126	1.190567985
1127	1.190110478
1128	1.189662411
1129	1.189196312
1130	1.188759959
1131	1.188343559
1132	1.187930526
1133	1.187467585
1134	1.187002778
1135	1.186595016
1136	1.186194752
1137	1.185807763
1138	1.185399625
1139	1.184950561
1140	1.184551844
1141	1.184124575
1142	1.183659638
1143	1.183206295
1144	1.182780324
1145	1.182342884
1146	1.181903248
1147	1.181462914
1148	1.18104478
1149	1.180605234
1150	1.180175042
1151	1.179750804
1152	1.179343704
1153	1.178922339
1154	1.178551074
1155	1.178095322
1156	1.177667512
1157	1.177238703
1158	1.17680227
1159	1.176384324
1160	1.175937286
1161	1.175491634
1162	1.175095125
1163	1.174710544
1164	1.17430643
1165	1.173936043
1166	1.173508543
1167	1.173077199
1168	1.172696172
1169	1.172274072
1170	1.171888235
1171	1.171452758
1172	1.171039221
1173	1.170642286
1174	1.170249171
1175	1.169829655
1176	1.16942329
1177	1.169005244
1178	1.168620501
1179	1.168253149
1180	1.167874422
1181	1.167442816
1182	1.167026158
1183	1.166609289
1184	1.166210335
1185	1.165787245
1186	1.165374187
1187	1.164964271
1188	1.164560404
1189	1.164139838
1190	1.163786088
1191	1.163358605
1192	1.162993713
1193	1.162596194
1194	1.162182664
1195	1.161773314
1196	1.161337895
1197	1.160936054
1198	1.160562122
1199	1.160147132
1200	1.159776975
1201	1.159364504
1202	1.158953196
1203	1.158551706
1204	1.158161542
1205	1.157787294
1206	1.157417053
1207	1.156999506
1208	1.156600488
1209	1.156195085
1210	1.155801968
1211	1.155371632
1212	1.154994643
1213	1.154640167
1214	1.154243078
1215	1.153865076
1216	1.15349528
1217	1.153102677
1218	1.152729322
1219	1.152328541
1220	1.15193771
1221	1.151525729
1222	1.151147033
1223	1.150782981
1224	1.150430787
1225	1.150027818
1226	1.149629183
1227	1.149305558
1228	1.148919795
1229	1.148527131
1230	1.148125252
1231	1.147704258
1232	1.147305126
1233	1.146892353
1234	1.146507029
1235	1.146142653
1236	1.145758583
1237	1.145372683
1238	1.144978454
1239	1.14460136
1240	1.144203624
1241	1.143819923
1242	1.143458776
1243	1.143074501
1244	1.142684262
1245	1.142325348
1246	1.141932989
1247	1.141543255
1248	1.141154159
1249	1.140764537
1250	1.140376146
1251	1.140008132
1252	1.139603495
1253	1.139229668
1254	1.138869431
1255	1.13848467
1256	1.138130458
1257	1.137759648
1258	1.13738808
1259	1.137011391
1260	1.136621443
1261	1.13627117
1262	1.135888762
1263	1.135545018
1264	1.135196356
1265	1.134864074
1266	1.134525971
1267	1.134175877
1268	1.133788708
1269	1.133420808
1270	1.133050764
1271	1.132680454
1272	1.132302662
1273	1.131930972
1274	1.131547531
1275	1.131213528
1276	1.130844089
1277	1.130455382
1278	1.130097527
1279	1.129722167
1280	1.129359655
1281	1.128975598
1282	1.128615461
1283	1.128239739
1284	1.127859886
1285	1.127475588
1286	1.12711081
1287	1.126747758
1288	1.126360076
1289	1.12597015
1290	1.125596609
1291	1.125209436
1292	1.124869332
1293	1.124552721
1294	1.124177929
1295	1.12382804
1296	1.123501606
1297	1.123156388
1298	1.122820432
1299	1.122465958
1300	1.122095919
1301	1.121727207
1302	1.121348985
1303	1.120983473
1304	1.120660105
1305	1.120282779
1306	1.119899085
1307	1.11956066
1308	1.119219041
1309	1.11884004
1310	1.11850574
1311	1.118127877
1312	1.117768392
1313	1.11738587
1314	1.117010119
1315	1.11667965
1316	1.116363958
1317	1.11600539
1318	1.115649337
1319	1.115299152
1320	1.114923096
1321	1.114573428
1322	1.114244559
1323	1.113923795
1324	1.113564938
1325	1.113242528
1326	1.11292492
1327	1.112566913
1328	1.112214039
1329	1.111863175
1330	1.111463106
1331	1.111097316
1332	1.110723949
1333	1.110347883
1334	1.110000378
1335	1.109645045
1336	1.10928814
1337	1.10895433
1338	1.108600331
1339	1.108261175
1340	1.107931366
1341	1.107569821
1342	1.107241005
1343	1.106885079
1344	1.106525355
1345	1.10616777
1346	1.105792151
1347	1.105448644
1348	1.105094005
1349	1.104780227
1350	1.104422252
1351	1.104069069
1352	1.103711069
1353	1.1033787
1354	1.103053818
1355	1.102721059
1356	1.102379473
1357	1.102003298
1358	1.101659083
1359	1.101306333
1360	1.100965442
1361	1.100602572
1362	1.1002967
1363	1.099986945
1364	1.099642578
1365	1.099291406
1366	1.098921444
1367	1.098564297
1368	1.098221562
1369	1.097883944
1370	1.097546571
1371	1.09719664
1372	1.096858918
1373	1.096539584
1374	1.096210923
1375	1.095869654
1376	1.095578853
1377	1.095241008
1378	1.094892376
1379	1.094558609
1380	1.094243614
1381	1.093893416
1382	1.093581699
1383	1.09325531
1384	1.092926958
1385	1.092608562
1386	1.092301053
1387	1.091966488
1388	1.091653731
1389	1.091295593
1390	1.091030055
1391	1.090706732
1392	1.090358411
1393	1.090010881
1394	1.089675415
1395	1.089322568
1396	1.088991008
1397	1.088643823
1398	1.088287475
1399	1.087966186
1400	1.087627863
1401	1.087301397
1402	1.086953461
1403	1.086608968
1404	1.086317028
1405	1.085965708
1406	1.085635312
1407	1.085306329
1408	1.084970099
1409	1.08463506
1410	1.084281294
1411	1.083955116
1412	1.083635341
1413	1.083302922
1414	1.082972333
1415	1.082639463
1416	1.082304289
1417	1.081972477
1418	1.081630718
1419	1.081285799
1420	1.080960775
1421	1.080643934
1422	1.080321417
1423	1.079992926
1424	1.079645265
1425	1.079314928
1426	1.078979583
1427	1.078654669
1428	1.078350948
1429	1.078059229
1430	1.077727588
1431	1.077421927
1432	1.077103041
1433	1.076769035
1434	1.076453377
1435	1.076134445
1436	1.075805965
1437	1.075484087
1438	1.075162765
1439	1.074831549
1440	1.074544971
1441	1.074202449
1442	1.073873008
1443	1.073578679
1444	1.073220293
1445	1.072886595
1446	1.072568371
1447	1.072251452
1448	1.071879788
1449	1.071548316
1450	1.071225034
1451	1.070944504
1452	1.070657151
1453	1.070348369
1454	1.070061924
1455	1.069746853
1456	1.069430707
1457	1.069095247
1458	1.068764508
1459	1.068431865
1460	1.068111647
1461	1.067807559
1462	1.067491614
1463	1.067193264
1464	1.066898171
1465	1.066581464
1466	1.066311077
1467	1.066021887
1468	1.065695046
1469	1.065360529
1470	1.06505175
1471	1.064737902
1472	1.064451729
1473	1.064150448
1474	1.063837154
1475	1.06347691
1476	1.06314008
1477	1.062813653
1478	1.062502964
1479	1.062204825
1480	1.061845583
1481	1.061538073
1482	1.061230066
1483	1.060953441
1484	1.060633175
1485	1.060341703
1486	1.060026242
1487	1.059674378
1488	1.059401968
1489	1.059104638
1490	1.058839414
1491	1.058561708
1492	1.058284333
1493	1.057971102
1494	1.057658679
1495	1.057344569
1496	1.057001783
1497	1.056695252
1498	1.056407947
1499	1.056090012
1500	1.05577572
1501	1.055459632
1502	1.055144375
1503	1.054869699
1504	1.054604822
1505	1.054344987
1506	1.054044293
1507	1.053775835
1508	1.053469049
1509	1.053175041
1510	1.052842354
1511	1.052495776
1512	1.05219631
1513	1.051936735
1514	1.051642709
1515	1.051352067
1516	1.051034393
1517	1.050769721
1518	1.050446275
1519	1.050146463
1520	1.049841156
1521	1.049538871
1522	1.049238708
1523	1.04893659
1524	1.048652836
1525	1.048321309
1526	1.048018796
1527	1.047688412
1528	1.04739619
1529	1.047141043
1530	1.046857167
1531	1.046520142
1532	1.046254658
1533	1.045972782
1534	1.045689276
1535	1.045388867
1536	1.045094152
1537	1.044815241
1538	1.044509764
1539	1.044256133
1540	1.043970603
1541	1.043662714
1542	1.043357914
1543	1.043047118
1544	1.042755735
1545	1.042506754
1546	1.042180987
1547	1.041857666
1548	1.041560352
1549	1.041242313
1550	1.040924185
1551	1.0406287
1552	1.040352293
1553	1.040027324
1554	1.039711472
1555	1.039378607
1556	1.039090185
1557	1.038800901
1558	1.038499236
1559	1.038208991
1560	1.037927759
1561	1.037681301
1562	1.037412979
1563	1.037120545
1564	1.036794237
1565	1.036484181
1566	1.036241228
1567	1.035940331
1568	1.035615577
1569	1.03536501
1570	1.035081573
1571	1.034811352
1572	1.034568204
1573	1.034320346
1574	1.034039895
1575	1.03379131
1576	1.033486587
1577	1.033224063
1578	1.032945179
1579	1.03265033
1580	1.03234074
1581	1.032042549
1582	1.031726032
1583	1.031482626
1584	1.031253155
1585	1.030954456
1586	1.030698579
1587	1.030447119
1588	1.030170717
1589	1.029943068
1590	1.029687026
1591	1.029391437
1592	1.029068945
1593	1.028838228
1594	1.02858689
1595	1.028277593
1596	1.027982193
1597	1.027670097
1598	1.027421496
1599	1.027115873
1600	1.02681501
1601	1.026518002
1602	1.026211884
1603	1.02590849
1604	1.02562568
1605	1.025314482
1606	1.025029846
1607	1.024783785
1608	1.024475957
1609	1.024233211
1610	1.02394107
1611	1.023658632
1612	1.02338346
1613	1.023120845
1614	1.022889727
1615	1.022625729
1616	1.022382116
1617	1.022095914
1618	1.021865396
1619	1.021581973
1620	1.021285928
1621	1.020991231
1622	1.020749563
1623	1.020480133
1624	1.020185549
1625	1.019920647
1626	1.01962839
1627	1.019324888
1628	1.019084537
1629	1.018859543
1630	1.018561134
1631	1.018332378
1632	1.018062086
1633	1.01777482
1634	1.017475221
1635	1.017257738
1636	1.016974523
1637	1.016708197
1638	1.01642656
1639	1.016141654
1640	1.015908319
1641	1.015662417
1642	1.015434561
1643	1.015167879
1644	1.014896662
1645	1.01460121
1646	1.014316048
1647	1.014018589
1648	1.01376335
1649	1.013459744
1650	1.013237172
1651	1.012978999
1652	1.012721978
1653	1.012460663
1654	1.012198185
1655	1.011913958
1656	1.011622679
1657	1.011366459
1658	1.011138239
1659	1.010917994
1660	1.010641156
1661	1.010350934
1662	1.010067234
1663	1.009794279
