iter	MultiClass
1664	1.009527593
1665	1.009244004
1666	1.009011411
1667	1.008731521
1668	1.008462936
1669	1.008185607
1670	1.007959618
1671	1.007691554
1672	1.007424393
1673	1.007186866
1674	1.006916751
1675	1.006633888
1676	1.00641413
1677	1.006153271
1678	1.005871955
1679	1.005617122
1680	1.005341377
1681	1.005109993
1682	1.004886215
1683	1.004623241
1684	1.004346155
1685	1.004066987
1686	1.003789341
1687	1.00349255
1688	1.003264167
1689	1.00298794
1690	1.002713808
1691	1.002474309
1692	1.002249089
1693	1.002034028
1694	1.00181837
1695	1.001583985
1696	1.001314544
1697	1.001056227
1698	1.000825473
1699	1.000567734
1700	1.000287099
1701	1.000054335
1702	0.9997909697
1703	0.9995219556
1704	0.9992601822
1705	0.9989907666
1706	0.9987833862
1707	0.9985591339
1708	0.99828217
1709	0.9980292322
1710	0.9978097364
1711	0.9975705016
1712	0.9973027673
1713	0.9971008124
1714	0.9968998297
1715	0.9966793166
1716	0.9964495367
1717	0.9961791744
1718	0.9959563147
1719	0.9956793049
1720	0.9954126393
1721	0.9951581776
1722	0.9949404983
1723	0.9946780514
1724	0.9944250863
1725	0.9941693853
1726	0.9939132771
1727	0.9936921818
1728	0.9934309685
1729	0.9931740833
1730	0.992955609
1731	0.9926933757
1732	0.9924327564
1733	0.9922204872
1734	0.9919665943
1735	0.9917145682
1736	0.9914452141
1737	0.9912274751
1738	0.9910108537
1739	0.9907782494
1740	0.9905324843
1741	0.9903376775
1742	0.9900746274
1743	0.9898130266
1744	0.9895583681
1745	0.989312222
1746	0.9890594042
1747	0.9888205477
1748	0.9885731085
1749	0.9883556597
1750	0.9881238507
1751	0.9878663305
1752	0.9876626141
1753	0.9874041888
1754	0.9871713674
1755	0.9869570213
1756	0.9867050511
1757	0.9864546899
1758	0.98619056
1759	0.985933513
1760	0.985675351
1761	0.9854204475
1762	0.9851694269
1763	0.9849534742
1764	0.9847482147
1765	0.984498399
1766	0.9842895456
1767	0.9840970562
1768	0.9838958651
1769	0.9836520952
1770	0.9834033206
1771	0.9831784174
1772	0.9829407307
1773	0.9826932847
1774	0.9824531634
1775	0.9822172507
1776	0.9820169767
1777	0.9817629298
1778	0.9815400031
1779	0.9812833637
1780	0.9810747672
1781	0.9808192791
1782	0.9805645527
1783	0.9803065831
1784	0.9800706305
1785	0.9798309357
1786	0.9796307097
1787	0.9793792294
1788	0.9791737532
1789	0.978974174
1790	0.9787409613
1791	0.9785364608
1792	0.9783015514
1793	0.9780819568
1794	0.9778438207
1795	0.9776426208
1796	0.9774129119
1797	0.9771746219
1798	0.9769705903
1799	0.9767382769
1800	0.9765020449
1801	0.9762541458
1802	0.9760310669
1803	0.9757811714
1804	0.9755838456
1805	0.9753840595
1806	0.9751493392
1807	0.9749445419
1808	0.9747058715
1809	0.9744681695
1810	0.9742346801
1811	0.9739856922
1812	0.9737968114
1813	0.9736037827
1814	0.9733630709
1815	0.9731622621
1816	0.9729300384
1817	0.9726972872
1818	0.9724522117
1819	0.9722514014
1820	0.9720213215
1821	0.9717845712
1822	0.97154155
1823	0.9713214583
1824	0.9710796801
1825	0.9708443399
1826	0.9706190076
1827	0.9703786303
1828	0.9701444847
1829	0.9699630118
1830	0.9697292287
1831	0.9695016114
1832	0.9692788405
1833	0.9690906191
1834	0.9688594542
1835	0.9686147641
1836	0.9683736257
1837	0.9681326051
1838	0.9678852293
1839	0.9676512089
1840	0.9674090213
1841	0.967180798
1842	0.9670030979
1843	0.9668153166
1844	0.9666016807
1845	0.9663738486
1846	0.9661498618
1847	0.9659267737
1848	0.9657282369
1849	0.9654986701
1850	0.9653070392
1851	0.9650925351
1852	0.964865633
1853	0.9646449563
1854	0.9644125929
1855	0.9641875157
1856	0.9639840887
1857	0.9638079259
1858	0.9636201122
1859	0.9634321503
1860	0.9632549583
1861	0.9630611962
1862	0.9628312642
1863	0.9626178959
1864	0.9623885807
1865	0.962169916
1866	0.9619383016
1867	0.9617216733
1868	0.9615143986
1869	0.961290136
1870	0.9610573675
1871	0.9608435556
1872	0.9606357566
1873	0.9603970254
1874	0.9602100361
1875	0.9599880649
1876	0.9597694239
1877	0.9595391942
1878	0.9593478535
1879	0.9591313856
1880	0.9589586955
1881	0.9587705822
1882	0.9585444225
1883	0.9583339355
1884	0.958152822
1885	0.9579374923
1886	0.9577275277
1887	0.9575122872
1888	0.9572884273
1889	0.9570733315
1890	0.9568568269
1891	0.9566475515
1892	0.9564171901
1893	0.9561935225
1894	0.9560189161
1895	0.9558093573
1896	0.9555887279
1897	0.9553595707
1898	0.955154759
1899	0.9549699753
1900	0.9547904888
1901	0.9546084765
1902	0.9543859625
1903	0.95416232
1904	0.9539458283
1905	0.9537711152
1906	0.9536045867
1907	0.9534250431
1908	0.953199702
1909	0.9530122054
1910	0.952784362
1911	0.9525776512
1912	0.9523662066
1913	0.9521413984
1914	0.9519377907
1915	0.9517570405
1916	0.9515728766
1917	0.9513788127
1918	0.9512061824
1919	0.9509826403
1920	0.9508119022
1921	0.9506044443
1922	0.9504370354
1923	0.9502335431
1924	0.9500196502
1925	0.9498405872
1926	0.9496698028
1927	0.9494561045
1928	0.9492354855
1929	0.9490219802
1930	0.9488402521
1931	0.9486305245
1932	0.9484345452
1933	0.9482286939
1934	0.9480283966
1935	0.9478589273
1936	0.9476386696
1937	0.9474467505
1938	0.9472761548
1939	0.9470651126
1940	0.9468688496
1941	0.9466615958
1942	0.9464857958
1943	0.9463084506
1944	0.9461044245
1945	0.9459302575
1946	0.9457434042
1947	0.9455272277
1948	0.9453461186
1949	0.9451352561
1950	0.9449160389
1951	0.9447513947
1952	0.944531802
1953	0.9443177112
1954	0.944101675
1955	0.9439311387
1956	0.9437415969
1957	0.9435766075
1958	0.9433791198
1959	0.9432110544
1960	0.9430064831
1961	0.9428421676
1962	0.9426699241
1963	0.9424876863
1964	0.9422980295
1965	0.9420945376
1966	0.9419227128
1967	0.9417449616
1968	0.9415950348
1969	0.9413946305
1970	0.9411884901
1971	0.9409763381
1972	0.940791009
1973	0.9405842717
1974	0.9404168581
1975	0.9402239171
1976	0.940025162
1977	0.9398142449
1978	0.9395988066
1979	0.939405591
1980	0.9392175191
1981	0.9390512313
1982	0.9388738812
1983	0.9386992722
1984	0.9384986639
1985	0.9382988585
1986	0.9381301859
1987	0.937937915
1988	0.9377754019
1989	0.9376067588
1990	0.9373952658
1991	0.9371961609
1992	0.9370350478
1993	0.9368665081
1994	0.9366589134
1995	0.9364554528
1996	0.9362513982
1997	0.9360886523
1998	0.9359211244
1999	0.9357248535
